resolver_ip	country	certinfo	verification
104.196.240.82	US	CN=dns.heterodyn.com	"ok"
149.28.98.252	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.219	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.62	IE	CN=*.cleanbrowsing.org	"ok"
140.82.44.75	US	CN=singing-evening-road.stelfox.net	"ok"
76.76.1.142	US	CN=*.cleanbrowsing.org	"ok"
193.25.100.184	DE	CN=*.datafaber.net	"ok"
76.76.0.127	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.103	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.141	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.224	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.160	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.64	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.208	IE	CN=*.cleanbrowsing.org	"ok"
185.217.1.2	SE	CN=stockholm2.perfect-privacy.com	"ok"
76.76.1.243	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.18	IE	CN=*.cleanbrowsing.org	"ok"
72.43.221.35	US	CN=dns.google	"ok"
51.15.137.103	FR	-	"-"
76.76.0.197	US	CN=*.cleanbrowsing.org	"ok"
176.56.236.175	NL	CN=dns.aaflalo.me	"ok"
76.76.1.75	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.49	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.63	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.129	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.192	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.74	US	CN=*.cleanbrowsing.org	"ok"
103.86.96.100	AU	CN=dns1.nordvpn.com	"ok"
220.151.249.36	JP	CN=dns1.nordvpn.com	"ok"
185.228.169.167	IE	CN=*.cleanbrowsing.org	"ok"
149.129.94.35	CN	-	"-"
163.172.214.190	NL	CN=ns7.architux.com	"unable to verify the first certificate"
176.221.43.147	DE	CN=kastner-online.de	"ok"
185.228.170.138	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.102	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.56	IE	CN=*.cleanbrowsing.org	"ok"
207.46.148.14	HK	CN=hkdns.druexoy.top	"ok"
185.228.171.141	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.52	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.156	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.100	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.153	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.107	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.98	IE	CN=*.cleanbrowsing.org	"ok"
185.183.159.34	DE	CN=*.waringer-atg.de	"ok"
76.76.0.47	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.219	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.122	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.206	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.131	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.147	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.123	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.105	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.230	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.245	US	CN=*.cleanbrowsing.org	"ok"
193.25.100.69	DE	CN=*.cleanbrowsing.org	"ok"
185.228.170.55	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.192	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.92	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.99	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.226	IE	CN=*.cleanbrowsing.org	"ok"
82.199.134.162	CH	CN=basel1.perfect-privacy.com	"ok"
185.228.170.162	IE	CN=*.cleanbrowsing.org	"ok"
80.255.10.206	DE	CN=nuremberg2.perfect-privacy.com	"ok"
76.76.1.160	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.34	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.202	US	CN=*.cleanbrowsing.org	"ok"
130.59.31.248	CH	CN=dns.switch.ch	"ok"
185.228.171.134	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.209	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.186	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.11	US	CN=dns.vdns.me	"ok"
111.230.221.197	CN	CN=dns.vdns.me	"ok"
103.209.180.29	IN	CN=*.cleanbrowsing.org	"ok"
185.228.169.134	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.63	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.177	IE	CN=*.cleanbrowsing.org	"ok"
1.0.0.1	AU	CN=cloudflare-dns.com	"ok"
192.3.134.141	US	CN=superrr.mooo.com	"ok"
174.31.101.23	US	-	"-"
185.228.170.24	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.62	IE	CN=*.cleanbrowsing.org	"ok"
104.248.34.154	US	CN=*.cleanbrowsing.org	"self signed certificate"
185.228.171.124	IE	CN=*.cleanbrowsing.org	"ok"
195.182.0.150	UA	CN=ns.srv.mhp.com.ua	"ok"
185.228.168.137	IE	CN=*.cleanbrowsing.org	"ok"
76.232.73.87	US	CN=isoncloud.org	"ok"
76.76.1.191	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.253	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.22	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.124	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.6	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.37	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.64	US	CN=*.cleanbrowsing.org	"ok"
147.75.66.147	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.85	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.218	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.30	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.209	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.217	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.183	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.39	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.219	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.13	IE	CN=*.cleanbrowsing.org	"ok"
130.226.161.34	DK	CN=deic-ore.anycast.censurfridns.dk	"ok"
185.228.170.176	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.233	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.146	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.252	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.156	US	CN=*.cleanbrowsing.org	"ok"
35.161.233.201	US	CN=ns1.nmd.so	"unable to verify the first certificate"
82.199.134.174	CH	CN=basel1.perfect-privacy.com	"ok"
185.228.171.90	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.123	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.227	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.19	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.140	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.129	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.150	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.166	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.136	IE	CN=*.cleanbrowsing.org	"ok"
37.112.22.114	RU	CN=cloudflare-dns.com	"ok"
76.76.1.136	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.135	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.112	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.21	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.158	US	CN=*.cleanbrowsing.org	"ok"
116.203.3.116	IN	CN=edns-api.t-ipnet.de	"unable to verify the first certificate"
76.76.1.31	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.118	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.46	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.0	US	CN=*.cleanbrowsing.org	"ok"
185.57.82.25	RO	CN=bucharest1.perfect-privacy.com	"ok"
185.228.168.130	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.212	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.114	US	CN=*.cleanbrowsing.org	"ok"
116.203.70.156	IN	CN=dot1.dnswarden.com	"ok"
185.228.170.116	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.14	IE	CN=*.cleanbrowsing.org	"ok"
115.29.235.168	CN	CN=dns.neutopia.org	"ok"
89.234.186.112	FR	CN=dns.neutopia.org	"ok"
198.199.81.17	US	d	"self signed certificate"
192.241.146.173	US	CN=unbound	"self signed certificate"
188.40.91.196	DE	CN=*.glipac.ch	"ok"
185.228.168.23	IE	CN=*.cleanbrowsing.org	"ok"
193.170.194.22	AT	CN=ns0.servus.at	"certificate has expired"
185.228.169.15	IE	CN=*.cleanbrowsing.org	"ok"
176.51.93.0	RU	-	"-"
76.76.1.107	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.18	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.223	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.125	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.32	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.142	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.80	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.83	IE	CN=*.cue-lillenorddefrance.fr	"ok"
195.83.194.82	FR	CN=*.cue-lillenorddefrance.fr	"certificate has expired"
185.228.168.21	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.198	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.224	IE	CN=*.cleanbrowsing.org	"ok"
185.22.17.166	UA	CN=dns.google	"ok"
185.228.170.26	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.84	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.241	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.22	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.48	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.147	IE	CN=*.cleanbrowsing.org	"ok"
89.32.32.32	SE	CN=reslover.sunet.se	"self signed certificate"
90.45.32.63	FR	CN=dns.azgard.ovh	"ok"
76.76.1.143	US	CN=*.cleanbrowsing.org	"ok"
173.16.87.90	US	CN=home.nightwulf.net	"ok"
76.76.0.6	US	CN=*.cleanbrowsing.org	"ok"
51.77.227.87	FR	CN=starlight.moderntld.com	"ok"
185.228.169.108	IE	CN=*.cleanbrowsing.org	"ok"
79.158.44.2	ES	CN=cloudflare-dns.com	"ok"
185.228.170.131	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.4	IE	CN=*.cleanbrowsing.org	"ok"
78.129.191.222	GB	CN=nottingham1.perfect-privacy.com	"ok"
76.76.0.214	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.168	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.16	IE	CN=*.cleanbrowsing.org	"ok"
84.16.241.82	DE	CN=*.fredericva.com	"ok"
81.3.27.54	DE	CN=rec1.dns.lightningwirelabs.com	"ok"
99.74.8.14	US	CN=swiftnc.asuscomm.com	"ok"
185.228.169.53	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.224	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.209	US	CN=*.cleanbrowsing.org	"ok"
193.58.251.10	RU	CN=*.skydns.ru	"ok"
185.228.168.155	IE	CN=*.cleanbrowsing.org	"ok"
8.8.4.4	US	CN=dns.google	"ok"
92.125.130.113	RU	CN=dns.google	"ok"
185.228.171.0	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.54	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.208	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.201	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.129	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.173	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.175	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.230	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.170	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.131	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.133	IE	CN=*.cleanbrowsing.org	"ok"
146.185.167.43	NL	CN=securedns.eu	"ok"
85.214.23.124	DE	CN=unbound	"self signed certificate"
45.32.220.120	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.90	IE	CN=*.cleanbrowsing.org	"ok"
202.232.2.27	JP	CN=*.dns.iij.jp	"ok"
185.228.171.16	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.204	IE	CN=*.cleanbrowsing.org	"ok"
119.28.68.142	CN	CN=*.cleanbrowsing.org	"ok"
185.228.171.250	IE	CN=*.cleanbrowsing.org	"ok"
191.19.121.38	BR	CN=*.cleanbrowsing.org	"ok"
76.76.1.248	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.220	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.27	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.116	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.166	IE	CN=*.cleanbrowsing.org	"ok"
216.126.233.90	US	CN=doh.lxd.cc	"ok"
176.140.74.123	FR	CN=cloudflare-dns.com	"ok"
185.228.168.135	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.203	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.205	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.62	IE	CN=*.cleanbrowsing.org	"ok"
203.78.141.251	HK	CN=doh.lxd.cc	"ok"
193.30.122.225	DE	CN=*.mmarnitz.de	"ok"
76.76.1.65	US	CN=*.cleanbrowsing.org	"ok"
210.138.123.109	GB	CN=*.dns.iij.jp	"ok"
185.228.170.136	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.176	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.96	IE	CN=*.cleanbrowsing.org	"ok"
176.9.181.94	DE	CN=ultradns.serverpower.net	"ok"
210.138.123.77	GB	CN=*.dns.iij.jp	"ok"
185.228.170.42	IE	CN=*.cleanbrowsing.org	"ok"
82.221.105.61	IS	CN=reykjavik1.perfect-privacy.com	"ok"
185.228.168.228	IE	CN=*.cleanbrowsing.org	"ok"
92.222.212.19	FR	CN=calais1.perfect-privacy.com	"ok"
46.227.200.54	GB	CN=rdns.faelix.net	"ok"
185.228.171.111	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.64	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.200	US	CN=*.cleanbrowsing.org	"ok"
9.9.9.9	FR	CN=*.quad9.net	"ok"
78.47.150.213	DE	CN=*.cleanbrowsing.org	"ok"
185.228.170.114	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.134	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.242	IE	CN=*.cleanbrowsing.org	"ok"
103.85.42.42	US	CN=dns1.dnsfilter.com	"ok"
185.228.168.88	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.195	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.17	IE	CN=*.cleanbrowsing.org	"ok"
145.100.185.18	NL	CN=dnsovertls3.sinodun.com	"certificate has expired"
185.228.169.17	IE	CN=*.cleanbrowsing.org	"ok"
40.113.136.159	NL	CN=kifla.westeurope.cloudapp.azure.com	"ok"
185.228.171.32	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.83	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.102	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.254	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.181	IE	CN=*.cleanbrowsing.org	"ok"
149.129.101.25	CN	CN=*.cleanbrowsing.org	"ok"
185.228.170.63	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.47	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.53	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.114	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.9	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.93	IE	CN=*.cleanbrowsing.org	"ok"
34.80.52.28	US	-	"-"
185.216.25.179	FR	CN=bahadr.xyz	"ok"
185.228.168.48	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.101	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.186	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.26	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.159	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.254	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.2	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.49	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.201	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.47	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.77	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.218	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.163	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.101	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.149	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.106	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.129	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.37	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.88	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.57	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.253	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.114	IE	CN=*.cleanbrowsing.org	"ok"
91.205.187.186	NO	CN=oslo1.perfect-privacy.com	"ok"
185.228.171.109	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.185	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.228	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.249	US	CN=*.cleanbrowsing.org	"ok"
80.255.10.194	DE	CN=nuremberg2.perfect-privacy.com	"ok"
185.228.169.60	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.89	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.87	IE	CN=*.cleanbrowsing.org	"ok"
92.103.214.27	FR	CN=cloudflare-dns.com	"ok"
185.228.170.173	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.238	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.106	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.224	IE	CN=*.cleanbrowsing.org	"ok"
31.204.153.87	NL	CN=rotterdam3.perfect-privacy.com	"ok"
185.228.169.175	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.23	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.107	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.171	US	CN=*.cleanbrowsing.org	"ok"
72.11.132.179	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.160	IE	CN=*.cleanbrowsing.org	"ok"
38.131.99.186	US	CN=findthewayxf.gq	"ok"
185.228.168.44	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.212	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.14	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.222	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.102	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.128	IE	CN=*.cleanbrowsing.org	"ok"
35.189.69.16	US	CN=dns.dev.gcp.uw.systems	"ok"
185.228.170.33	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.203	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.210	IE	CN=*.cleanbrowsing.org	"ok"
185.41.240.30	SE	CN=stockholm1.perfect-privacy.com	"ok"
76.76.0.215	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.52	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.150	IE	CN=*.cleanbrowsing.org	"ok"
216.98.99.109	US	CN=*.cns.2iij.net	"ok"
185.228.169.232	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.190	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.228	US	CN=*.cleanbrowsing.org	"ok"
176.161.24.125	FR	CN=cloudflare-dns.com	"ok"
185.228.170.27	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.50	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.86	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.35	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.128	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.40	IE	CN=*.cleanbrowsing.org	"ok"
89.46.79.131	IT	CN=*.datafaber.net	"ok"
185.228.170.174	IE	CN=*.cleanbrowsing.org	"ok"
168.1.112.72	AU	CN=melbourne1.perfect-privacy.com	"ok"
185.228.169.42	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.70	US	CN=*.cleanbrowsing.org	"ok"
171.239.249.170	VN	-	"-"
185.228.168.205	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.231	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.96	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.173	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.91	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.20	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.22	IE	CN=*.cleanbrowsing.org	"ok"
176.103.130.134	RU	CN=*.adguard.com	"ok"
185.228.169.121	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.179	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.11	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.117	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.93	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.189	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.171	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.75	IE	CN=cloudflare-dns.com	"ok"
162.159.46.1		CN=cloudflare-dns.com	"ok"
185.228.168.140	IE	CN=*.cleanbrowsing.org	"ok"
191.254.133.69	BR	CN=dns.google	"ok"
185.228.168.50	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.10	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.253	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.178	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.52	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.54	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.174	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.20	US	CN=*.cleanbrowsing.org	"ok"
46.4.229.123	DE	CN=*.waringer-atg.de	"ok"
185.228.170.61	IE	CN=*.cleanbrowsing.org	"ok"
213.108.108.108	NL	CN=pdns.greenhost.net	"ok"
185.228.170.194	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.152	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.81	US	CN=*.cleanbrowsing.org	"ok"
157.230.40.123	US	CN=server-dnsproxy.ml, C=ID, ST=Indonesia, L=Jakarta, O=Dnet, OU=server-dnet	"unable to verify the first certificate"
185.228.171.185	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.53	US	CN=*.cleanbrowsing.org	"ok"
104.237.157.4	US	CN=mansairaku.net	"certificate has expired"
185.228.170.73	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.235	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.226	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.107	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.248	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.66	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.188	US	CN=*.cleanbrowsing.org	"ok"
176.170.111.143	FR	CN=cloudflare-dns.com	"ok"
185.228.168.104	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.214	US	CN=*.cleanbrowsing.org	"ok"
185.228.169.27	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.102	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.230	US	CN=*.cleanbrowsing.org	"ok"
185.228.168.226	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.215	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.110	IE	CN=*.cleanbrowsing.org	"ok"
111.230.182.224	CN	CN=dns.nyacat.pw	"ok"
185.228.169.25	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.248	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.108	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.145	IE	CN=*.cleanbrowsing.org	"ok"
162.159.46.7		CN=cloudflare-dns.com	"ok"
185.228.170.119	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.149	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.139	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.191	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.79	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.164	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.172	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.46	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.148	IE	CN=*.cleanbrowsing.org	"ok"
185.228.170.187	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.182	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.13	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.184	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.29	IE	CN=*.cleanbrowsing.org	"ok"
116.85.19.76	CN	CN=ns2.gongyixns.com	"ok"
76.76.1.73	US	CN=*.cleanbrowsing.org	"ok"
185.228.171.152	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.107	IE	CN=*.cleanbrowsing.org	"ok"
163.28.6.9	TW	CN=101.101.101.101	"ok"
76.76.1.23	US	CN=*.cleanbrowsing.org	"ok"
76.76.1.135	US	CN=*.cleanbrowsing.org	"ok"
213.245.19.239	FR	CN=www.bouh.org	"ok"
195.154.251.10	FR	CN=www.bouh.org	"ok"
185.228.168.197	IE	CN=*.cleanbrowsing.org	"ok"
84.200.43.54	DE	CN=falcon.hardfalcon.net	"ok"
185.228.168.141	IE	CN=*.cleanbrowsing.org	"ok"
76.76.1.201	US	CN=*.cleanbrowsing.org	"ok"
76.76.0.64	US	CN=*.cleanbrowsing.org	"ok"
144.202.108.20	US	CN=*.cleanbrowsing.org	"ok"
193.0.200.97	RU	CN=moscow2.perfect-privacy.com	"ok"
76.76.0.191	US	CN=*.cleanbrowsing.org	"ok"
35.231.0.69	US	CN=byeads.duckdns.org	"ok"
185.228.170.82	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.177	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.159	IE	CN=*.cleanbrowsing.org	"ok"
185.228.171.52	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.144	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.7	IE	CN=*.cleanbrowsing.org	"ok"
159.65.227.154	US	CN=dns-over-tls	"unable to verify the first certificate"
185.228.169.18	IE	CN=*.cleanbrowsing.org	"ok"
76.76.0.165	US	CN=*.cleanbrowsing.org	"ok"
185.228.170.154	IE	CN=*.cleanbrowsing.org	"ok"
185.228.169.39	IE	CN=*.cleanbrowsing.org	"ok"
185.228.168.246	IE	CN=*.cleanbrowsing.org	"ok"
84.200.79.198	DE	CN=dns.smyck.org	"ok"
185.228.169.117	IE	CN=*.cleanbrowsing.org	"ok"
